Code CIS,Designation de lelement pharmaceutique,Code de la substance,Dénomination de la substance,Dosage de la substance,Reference de ce dosage,Nature du composant,Numero de liaison SA/FT
60168465,comprimé,11532,RAMIPRIL,5 mg,un comprimé,SA,1
60168515,solution,16860,ÉPOÉTINE BÊTA ,30000 UI,"une seringue préremplie de 0,6 ml",SA,1
60170046,comprimé,2202,PARACÉTAMOL,500 mg,un comprimé,SA,1
60170224,comprimé,17723,OLANZAPINE,10 mg,un comprimé,SA,1
60172307,granules,83935,AESCULUS HIPPOCASTANUM MACÉRAT GLYCÉRINÉ POUR PRÉPARATIONS HOMÉOPATHIQUES,4DH à 6DH,un comprimé,SA,17
60172339,solution,4979,DINITRATE D'ISOSORBIDE,"0,20 g",un flacon,SA,1
60173715,gélule,26727,ROSUVASTATINE CALCIQUE,,,SA,1
60173964,gélule,1691,DIMENHYDRINATE,50 mg,une gélule,SA,1
60175591,poudre,53766,LUSPATERCEPT ,25 mg,un flacon,SA,1
60175716,solution,49189,IPRATROPIUM (BROMURE D') MONOHYDRATÉ,,,SA,1
60175972,collyre,77,NITRATE DE PILOCARPINE,8 mg,"une dose unitaire de 0,4 ml",SA,1
60176597,poudre,71903,GLUCARPIDASE ,1000 unités,1 mL de solution reconstituée,SA,1
60177044,comprimé,5386,CHLORHYDRATE D'AMIODARONE,200 mg,un comprimé,SA,1
60177158,comprimé,84096,GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
60177628,solution,251,HAMAMELIS VIRGINIANA POUR PRÉPARATIONS HOMÉOPATHIQUES,3 mL (TM),30 mL de solution,SA,1
60177724,poudre,2751,THIOTÉPA,15 mg,un flacon,SA,1
60178281,comprimé,37102,BULBINUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un flacon,SA,18
60178609,collyre,200,MALÉATE DE TIMOLOL,,,SA,2
60178712,solution,101,CHLORHYDRATE DE PROCAÏNE,2 g,100 ml,SA,1
60179839,comprimé,1901,CITRATE DE FENTANYL,,,SA,1
60180720,comprimé,11532,RAMIPRIL,10 mg,un comprimé,SA,1
60181231,poudre,39476,ÉPOPROSTÉNOL,"1,5 mg",un flacon,FT,1
60181402,solution,2487,TARTRATE DE NORADRÉNALINE,"0,5 mg",1 ml de solution,SA,1
60181733,solution,5432,CHLORHYDRATE DE LIDOCAÏNE,"10,66 mg",1 ml,SA,1
60182237,capsule,4028,CITRATE D'ALVÉRINE,60 mg,une capsule,SA,4
60182486,solution,899,BICARBONATE DE SODIUM,"1,4 g",100 ml,SA,1
60182657,solution,24513,NADROPARINE CALCIQUE ,11400 UI anti-Xa,une seringue pré-remplie,SA,3
60183061,poudre,69020,MERCAPTOACÉTYLTRIGLYCINE,"0,2 mg",un flacon,SA,1
60184188,comprimé,5562,SODIUM (VALPROATE DE),"500,00 mg",un comprimé,SA,1
60184590,poudre,45263,ISAVUCONAZOLE,200 mg,un flacon,FT,1
60185201,comprimé,11532,RAMIPRIL,10 mg,un comprimé,SA,1
60186552,solution,75145,GÉLATINE FLUIDE MODIFIÉE ,4 g,100 ml de solution,SA,1
60186584,comprimé,79562,LORMÉTAZÉPAM,2 mg,un comprimé,SA,1
60187348,comprimé,39727,AMLODIPINE,5 mg,un comprimé,FT,2
60187501,gélule,3902,FÉNOFIBRATE,200 mg,une gélule,SA,1
60188119,capsule,382,LÉVOTHYROXINE SODIQUE,,,SA,1
60192594,comprimé,1958,FUROSÉMIDE,40 mg,un comprimé,SA,1
60195010,comprimé,66431,CIPROFLOXACINE,500 mg,un comprimé,FT,1
60195398,comprimé,81,PIPOBROMAN,25 mg,un comprimé,SA,1
60196176,poudre,5248,AMOXICILLINE BASE,100 mg,1 ml de suspension reconstituée,FT,1
60196945,comprimé,37430,RISPÉRIDONE,3 mg,un comprimé,SA,1
60196977,solution,11279,FLUCONAZOLE,2 mg,1 ml de solution pour perfusion,SA,1
60197011,comprimé,78924,OXALATE D'ESCITALOPRAM,"19,155 mg",un comprimé,SA,1
60199966,solution,65853,AVÉLUMAB ,20 mg,1 mL de solution,SA,1
60200500,dispositif,55910,ROTIGOTINE,"13,5 mg",un dispositif,SA,1
60200678,gélule,24519,PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE),160 mg,une gélule,SA,1
60200938,solution,60189,ÉPOÉTINE ZÊTA ,4000 UI,"une seringue préremplie de 0,4 ml",SA,1
60202031,solution,258,NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES,3 DH (3ml),30 ml de solution buvable,SA,10
60202750,comprimé,51827,BILASTINE,20 mg,un comprimé,FT,1
60203418,comprimé,64818,RASAGILINE,1 mg,un comprimé,FT,1
60203546,gélule,39422,PRÉGABALINE,50 mg,une gélule,SA,1
60203795,comprimé,82922,RIOCIGUAT,2 mg,un comprimé,SA,1
60204573,comprimé,21888,CHLORHYDRATE DE BUPRÉNORPHINE,,,SA,1
60205159,solution,38434,BÉLIMUMAB ,200 mg,un stylo prérempli de 1 mL,SA,1
60205458,solution,30646,DEXKÉTOPROFÈNE,"50,00 mg",une ampoule de 2 ml,FT,1
60206154,solution,467,CODÉINE,"0,0800 g",100 mL de solution buvable,SA,1
60206332,comprimé blanc,2202,PARACÉTAMOL,500 mg,un comprimé,SA,1
60207459,comprimé,39306,EXÉMESTANE,25 mg,un comprimé,SA,1
60207594,comprimé,64258,MEDULLINE POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,18
60208251,comprimé,1097,ALLOPURINOL,300 mg,un comprimé,SA,1
60208447,solution,6,ASPARTIQUE (ACIDE),"1,26 g",1000 ml,SA,3
60208511,comprimé,52431,PÉRINDOPRIL,"6,790 mg",un comprimé,FT,1
60209531,comprimé,55485,RÉPAGLINIDE,2 mg,un comprimé,SA,1
60209645,solution,5087,CHLORHYDRATE D'OXYCODONE,10 mg,1 ml de solution injectable,SA,1
60209937,solution,9182,ZUCLOPENTHIXOL (DICHLORHYDRATE DE),"2,38 g",100 ml,SA,1
60210697,comprimé,428,CARBONATE DE CALCIUM,"1250,00 mg",un comprimé,SA,1
60210811,capsule,382,LÉVOTHYROXINE SODIQUE,,,SA,1
60211183,comprimé,1200,AZATHIOPRINE,50 mg,un comprimé,SA,1
60211678,comprimé,47950,PROGESTERONUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,17
60212424,comprimé,935,JOSAMYCINE (PROPIONATE DE),,,SA,1
60213704,comprimé,78950,IBERIS AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
60213914,comprimé,7238,MISOPROSTOL,25 microgrammes,un comprimé,SA,1
60214350,comprimé,2064,HYDROCHLOROTHIAZIDE,25 mg,un comprimé,SA,2
60214464,comprimé,8910,CROCUS SATIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 7DH à 60DH,un comprimé,SA,18
60214902,comprimé,21070,GUAIACUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
60215018,solution,77470,BUROSUMAB ,10 mg,un flacon de 1 mL de solution,SA,1
60215623,suspension,91087,"VIRUS DE LA VACCINE VIVANT MODIFIÉ, SOUCHE ANKARA-BAVARIAN NORDIC (MVA-BN) ",5 x 10 000 000 U. Inf,"une dose de 0,5 ml pour une dose de 0,5 ml",SA,1
60216127,poudre,53745,ALBUTRÉPÉNONACOG ALFA ,2000 UI,un flacon,SA,1
60217108,comprimé,17723,OLANZAPINE,5 mg,un comprimé,SA,1
60217542,poudre,2500,MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES,7 DH,un comprimé,SA,4
60219803,solution,5113,SULFATE DE VINCRISTINE,2 mg,2 ml,SA,1
60221042,comprimé,32743,FINASTÉRIDE,1 mg,un comprimé,SA,1
60222137,comprimé,428,CALCIUM (CARBONATE DE),1498 mg,un comprimé,SA,1
60223278,comprimé,55410,FELBAMATE,600 mg,un comprimé,SA,1
60223417,comprimé,94553,ÉVÉROLIMUS,5 mg,un comprimé,SA,1
60224316,comprimé,2361,MÉTHYLPREDNISOLONE,"100,00 mg",un comprimé,SA,1
60224800,solution,53028,CISATRACURIUM,5 mg,1 ml,FT,1
60225681,gélule,86571,CHLORHYDRATE DE TRAMADOL,"200,00 mg",une gélule,SA,1
60226406,comprimé,43589,MARBRE SACCHAROIDE POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une gélule,SA,18
60226897,solution,20394,MINOXIDIL,"2,0 g",100 ml de solution pour application cutanée,SA,1
60226915,solution,3044,CARBOCISTÉINE,5 g,100 ml de solution buvable,SA,1
60226979,comprimé,17723,OLANZAPINE,5 mg,un comprimé,SA,1
60227166,comprimé,27713,PITOLISANT,"17,8 mg",un comprimé,FT,1
60230550,comprimé,126,CITRATE DE TAMOXIFÈNE,"30,40 mg",un comprimé,SA,1
60231339,comprimé,38524,PANTOPRAZOLE,40 mg,un comprimé,FT,1
60231702,comprimé,50252,BRASSICA OLERACEA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
60232074,poudre,4415,HYDROXYDE DE MAGNÉSIUM,90 g,100 g de poudre pour suspension buvable,SA,1
60232334,poudre,2074,HYDROXOCOBALAMINE,5 g,un flacon,SA,1
60232359,comprimé,15734,VALSARTAN,40 mg,un comprimé,SA,1
60233913,gel,2092,IBUPROFÈNE,5 g,100 g,SA,1
60234100,comprimé,2202,PARACÉTAMOL,1000 mg,un comprimé,SA,1
60234214,gélule,20256,CHLORHYDRATE DE VENLAFAXINE,,,SA,1
60234221,gélule,7289,CICLÉTANINE (CHLORHYDRATE DE),50 mg,une gélule,SA,1
60235330,poudre,30925,CEFTRIAXONE SODIQUE,"596,50 mg",un flacon de poudre,SA,1
60235768,comprimé,28847,DARUNAVIR,400 mg,un comprimé,FT,1
60236546,comprimé,39727,AMLODIPINE,5 mg,un comprimé,FT,2
60237858,solution,4278,CHLORHYDRATE D'ÉPHÉDRINE,"30,0 mg",10 ml de solution injectable,SA,1
60238376,comprimé,166,SOUFRE PRÉCIPITÉ,"11,00 mg",un comprimé,SA,2
60238853,comprimé,38524,PANTOPRAZOLE,40 mg,un comprimé,FT,1
60239706,ovule,1778,ESTRIOL,"0,5 mg","un ovule de  2,5 g",SA,1
60239802,comprimé,1807,ÉTHINYLESTRADIOL,20 microgrammes,un comprimé,SA,2
60240181,solution,3984,CHLORHYDRATE DE PYRIDOXINE,"0,040 g",une ampoule de 10 ml,SA,2
60241034,solution,44723,IXÉKIZUMAB ,80 mg,une seringue pré-remplie,SA,1
60241874,solution,4179,DIPROPIONATE DE BÉCLOMÉTASONE,200 microgrammes,une dose délivrée,SA,2
60242264,comprimé,52275,PRUNUS SPINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une dose délivrée,SA,4
60242321,poudre,20052,TOXINE BOTULINIQUE TYPE A ,500 U Speywood,un flacon,SA,1
60243544,poudre,5331,BENZYLPÉNICILLINE SODIQUE,1 000 000 UI,un flacon,SA,1
60244525,solution,430,CHLORURE DE CALCIUM DIHYDRATÉ,"0,2573 g",1000 ml de solution prête à l'emploi,SA,2
60245253,gélule,64391,LÉNALIDOMIDE,10 mg,une gélule,SA,1
60246750,comprimé,355,MALÉATE DE TRIMÉBUTINE,"100,00 mg",un comprimé,SA,1
60247432,comprimé,78924,OXALATE D'ESCITALOPRAM,,,SA,1
60247507,comprimé,29337,TÉNOFOVIR DISOPROXIL,245 mg,un comprimé,FT,2
60248000,comprimé,95609,LÉVÉTIRACÉTAM,750 mg,un comprimé,SA,1
60248840,gélule,44109,DABRAFÉNIB,75 mg,une gélule,FT,1
60249796,suspension,19944,PALIPÉRIDONE,350 mg,une seringue préremplie,FT,1
60249903,comprimé,19755,DASATINIB MONOHYDRATÉ,,,SA,1
60250567,solution,2345,MÉTHOTREXATE,10 mg,"1 seringue préremplie de 0,40 ml",SA,1
60251135,comprimé,26727,ROSUVASTATINE CALCIQUE,,,SA,1
60251352,poudre,19437,PIPÉRACILLINE SODIQUE,"1,042 g",un flacon,SA,1
60251516,dispositif,4458,TRINITRINE,"31,37 mg",un dispositif,SA,1
60252027,capsule,4028,CITRATE D'ALVÉRINE,60 mg,une capsule,SA,4
60252422,crème,9665,ACÉPONATE D'HYDROCORTISONE,"0,127 g",100 g de crème,SA,1
60252447,comprimé,29239,MAGNÉSIUM (GLUCONATE DE) DIHYDRATÉ,"0,220 mg",un comprimé,SA,1
60253606,émulsion,159,THYM (HUILE ESSENTIELLE DE),50 mg,une ampoule de 5 ml,SA,1
60254754,solution,382,LÉVOTHYROXINE SODIQUE,,,SA,1
60254779,comprimé,26727,ROSUVASTATINE CALCIQUE,,,SA,1
60256036,poudre,57345,EFTRÉNONACOG ALFA ,3000 UI,un flacon,SA,1
60258521,crème,4100,CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,5 g (TM),un tube de 25 g,SA,1
60259242,solution,4458,TRINITRINE,"0,150000 mg","une dose de 0,05 ml",FT,1
60259993,poudre,3307,FACTEUR II DE COAGULATION HUMAIN ,280 - 760 UI,un flacon,SA,1
60260166,suspension,4204,CHARBON ACTIVÉ,20 g,100 ml de suspension buvable,SA,1
60260497,comprimé,37430,RISPÉRIDONE,2 mg,un comprimé,SA,1
60260910,suspension,4179,DIPROPIONATE DE BÉCLOMÉTASONE,400 microgrammes,1 ml de suspension,SA,1
60261656,comprimé,50970,CAMSYLATE DE RUCAPARIB,,,SA,1
60263461,gélule,24519,PALMIER DE FLORIDE (EXTRAIT LIPIDO-STÉROLIQUE DE),160 mg,une gélule,SA,1
60264410,crème,25715,ACICLOVIR,5 g,100 g de crème,SA,1
60264830,comprimé,762,ATÉNOLOL,50 mg,un comprimé,SA,1
60265252,comprimé,17723,OLANZAPINE,5 mg,un comprimé,SA,1
60265569,capsule,6088,ISOTRÉTINOÏNE,20 mg,une capsule,SA,1
60265932,comprimé,19809,ATORVASTATINE,20 mg,un comprimé,FT,1
60266144,gélule,16849,GABAPENTINE,400 mg,une gélule,SA,1
60266265,éluat,24078,CHLORURE DE GALLIUM (68GA),,,FT,1
60267171,comprimé,18827,PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ,"1,5 mg",un comprimé,SA,1
60267506,comprimé,24321,CHLORHYDRATE DE METFORMINE,1000 mg,un comprimé,SA,2
60268348,comprimé,65777,CALOTROPIS GIGANTEA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
60268519,poudre,14446,FUROATE DE MOMÉTASONE,400 microgrammes,une dose délivrée,SA,1
60269037,comprimé,338,TRIMÉTAZIDINE (DICHLORHYDRATE DE),"20,000 mg",un comprimé,SA,1
60270114,suspension,2836,PENICILLINE V,250 000 UI,5 ml de suspension buvable,FT,1
60270395,comprimé,39357,BOSENTAN,125 mg,un comprimé,FT,1
60270452,comprimé,73208,PRAVASTATINE SODIQUE,40 mg,un comprimé,SA,1
60270712,comprimé,819,INDAPAMIDE,"0,625 mg",un comprimé,SA,2
60271045,poudre,872,AMOXICILLINE SODIQUE,,,SA,1
60271248,comprimé,5760,TARTRATE DE CYAMÉMAZINE,"146,400 mg",un comprimé,SA,1
60272948,poudre,971,SOMATOSTATINE,3 mg,un flacon de poudre,SA,1
60273263,comprimé,84590,SPIRITUS QUERCUS GLANDIUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un flacon de poudre,SA,18
60273765,granulés,65061,FOSFOMYCINE TROMÉTAMOL,"5,631 g","un sachet de 8,000 g",SA,1
60274212,émulsion,6,ACIDE ASPARTIQUE,"2,10 g",1000 mL d'émulsion après mélange,SA,16
60274536,comprimé,32925,CHLORHYDRATE DE TERBINAFINE,"281,30 mg",un comprimé,SA,1
60274618,comprimé,35876,CHLORHYDRATE DE ROPINIROLE,,,SA,1
60275086,gel,37,DICLOFÉNAC SODIQUE,"1,000 g",100 g de gel,FT,1
60275136,comprimé,7374,CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,100 g de gel,SA,17
60275467,solution,4966,DICHLORHYDRATE D'HISTAMINE,10 mg,1 ml de solution,SA,1
60276708,comprimé,99598,CADMIUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,1 ml de solution,SA,18
60277824,solution,4857,SULFATE DE TERBUTALINE,5 mg,un récipient unidose de 2 ml,SA,1
60279775,comprimé,16849,GABAPENTINE,800 mg,un comprimé,SA,1
60281114,dispositif,17477,FENTANYL,"12,375 mg",un dispositif,SA,1
60281210,gélule,2202,PARACÉTAMOL,1000 mg,une gélule,SA,1
60281598,comprimé,191,CHLORHYDRATE D'ACÉBUTOLOL,"443,3 mg",un comprimé,SA,1
60282629,comprimé,32050,SUCCINATE DE SOLIFÉNACINE,5 mg,un comprimé,SA,1
60282789,comprimé,15734,VALSARTAN,160 mg,un comprimé,SA,1
60282814,gélule,37973,RIVASTIGMINE BASE,"4,5 mg",une gélule,FT,1
60282846,comprimé,2092,IBUPROFÈNE,200 mg,un comprimé,SA,1
60282999,comprimé,1901,CITRATE DE FENTANYL,,,SA,1
60283161,granules,764,CUPRUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
60284142,poudre,19437,PIPÉRACILLINE SODIQUE,"4,168 g",un flacon,SA,1
60284377,collyre,33474,LATANOPROST,"0,005 g",100 ml,SA,1
60284516,comprimé,90670,CHLORHYDRATE DE NÉBIVOLOL,"5,45 mg",un comprimé,SA,1
60286296,comprimé,10171,SIMVASTATINE,20 mg,un comprimé,SA,2
60286346,comprimé,34251,CITRATE DE SILDÉNAFIL,,,SA,1
60286556,collyre,1379,CÉTHEXONIUM (BROMURE DE),"0,1 mg",un récipient unidose,SA,1
60287206,poudre,41720,NONACOG GAMMA ,3000 UI,un flacon,SA,1
60287277,gélule,72101,DULOXÉTINE,60 mg,une gélule,FT,1
60287373,comprimé,5270,GINKGO (EXTRAIT DE),40 mg titré à 24 % d'hétérosides de ginkgo et 6 % de Ginkgolides-bilobalide,un comprimé,SA,1
60288137,comprimé,60707,IMATINIB,400 mg,un comprimé,FT,1
60288443,comprimé,49207,CHLORHYDRATE DE MÉMANTINE,10 mg,un comprimé,SA,1
60288817,comprimé,23957,LANSOPRAZOLE,15 mg,un comprimé,SA,1
60290273,poudre,16484,HORMONE FOLLICULO STIMULANTE ,900 UI,un flacon,SA,1
60290800,comprimé,1637,DIAZÉPAM,10 mg,un comprimé,SA,1
60291795,crème,1728,MÉTILSULFATE DE MÉFÉNIDRAMIUM,2 g,100 g de crème,SA,3
60291941,comprimé,970,CHLORHYDRATE DE SOTALOL,"80,00 mg",un comprimé,SA,1
60292267,solution,29,IFOSFAMIDE,40 mg,1 ml de solution,SA,1
60292349,gélule,8578,ACITRÉTINE,10 mg,1 ml de solution,SA,1
60292573,comprimé,2092,IBUPROFÈNE,400 mg,un comprimé,SA,1
60293216,comprimé,26682,LÉTROZOLE,"2,5 mg",un comprimé,SA,1
60293376,comprimé,25643,COCCULUS INDICUS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
60293846,gel,180,BILE DE BOEUF (EXTRAIT DE) (FLUIDE),"0,0975 g",un récipient unidose,SA,1
60294713,comprimé,78975,ZOLMITRIPTAN,"2,5 mg",un comprimé,SA,1
60295046,suppositoire,180,BILE DE BOEUF (EXTRAIT DE) (FLUIDE),"0,200 g",un suppositoire,SA,1
60295135,solution,893,PLANTAGO MAJOR POUR PRÉPARATIONS HOMÉOPATHIQUES,2 mL,20 mL de solution,SA,1
60295320,gomme,30981,NICOTINE (RÉSINATE DE),,,SA,1
60295427,poudre,36836,BENDAMUSTINE (CHLORHYDRATE DE) MONOHYDRATÉ,,,SA,1
60296511,comprimé,62172,ÉPLÉRÉNONE,50 mg,un comprimé,SA,1
60297517,système de diffusion,26834,DINOPROSTONE,10 mg,un dispositif,SA,1
60298028,poudre,28,ACIDE UNDÉCYLÉNIQUE,2 g,100 g de poudre pour application locale,SA,1
60298455,suppositoire,2202,PARACÉTAMOL,80 mg,un suppositoire,SA,1
60298850,comprimé,25509,FORMICA RUFA POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un suppositoire,SA,17
60298932,comprimé,94553,ÉVÉROLIMUS,"0,75 mg",un comprimé,SA,1
60299831,gélule,72101,DULOXÉTINE,60 mg,une gélule,FT,1
60300340,comprimé,527,GLICLAZIDE,30 mg,un comprimé,SA,1
60300408,gélule,2463,NIFUROXAZIDE,200 mg,une gélule,SA,1
60301200,suspension,58587,PORACTANT ALFA ,120 mg,un flacon,SA,1
60302512,gélule,3902,FÉNOFIBRATE,200 mg,une gélule,SA,1
60303404,comprimé,20890,TOPIRAMATE,"50,00 mg",un comprimé,SA,1
60303863,comprimé,69773,NERF OPTIQUE POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,18
60304050,comprimé,812,BACLOFÈNE,"10,00 mg",un comprimé,SA,1
60304591,comprimé,86571,CHLORHYDRATE DE TRAMADOL,100 mg,un comprimé,SA,1
60305960,comprimé,2092,IBUPROFÈNE,200 mg,un comprimé,SA,1
60306813,solution,20915,CHLORHYDRATE D'IRINOTÉCAN TRIHYDRATÉ,20 mg,1 ml de solution à diluer pour perfusion,SA,1
60307032,poudre,3929,NITRATE D'ÉCONAZOLE,"1,00 g",100 g de poudre,SA,1
60307630,solution,95,IODURE DE POTASSIUM,166 microgrammes,une ampoule de 10 ml,SA,9
60308369,comprimé,5386,AMIODARONE (CHLORHYDRATE D'),200 mg,un comprimé,SA,1
60310861,suppositoire,2202,PARACÉTAMOL,150 mg,un suppositoire,SA,1
60311269,comprimé,36192,VALACICLOVIR,500 mg,un comprimé,FT,1
60311803,crème,25715,ACICLOVIR,5 g,100 g de crème,SA,1
60313672,comprimé,68776,ENTÉCAVIR MONOHYDRATÉ,,,SA,1
60314183,comprimé,26727,ROSUVASTATINE CALCIQUE,,,SA,1
60314272,solution,59477,OXYDE DE GADOLINIUM,"0,453 mg",1 ml de solution,SA,1
60316362,comprimé,39841,VORTIOXÉTINE,20 mg,un comprimé,FT,1
60316818,gélule,23957,LANSOPRAZOLE,30 mg,une gélule,SA,1
60318954,comprimé,24044,ARUNDO DONAX POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une gélule,SA,17
60319789,gélule,915,CHLORHYDRATE DE DILTIAZEM,300 mg,une gélule,SA,1
60320656,capsule,382,LÉVOTHYROXINE SODIQUE,,,SA,1
60321676,gélule,98502,PALBOCICLIB,125 mg,une gélule,SA,1
60322461,comprimé,2087,CHLORHYDRATE D'HYDROXYZINE,25 mg,un comprimé,SA,1
60323481,comprimé,2825,PHÉNOBARBITAL,"100,00 mg",un comprimé,SA,1
60323969,comprimé,73594,CANDÉSARTAN CILEXÉTIL,4 mg,un comprimé,SA,1
60324658,suppositoire,532,GLYCÉROL,"2,10 g",un suppositoire,SA,1
60325201,solution,19859,CHLORHYDRATE DE NÉFOPAM,20 mg,une ampoule de 2 ml,SA,1
60326538,comprimé,60077,LÉVOFLOXACINE HÉMIHYDRATÉE,,,SA,1
60327056,comprimé,1257,DICHLORHYDRATE DE BÉTAHISTINE,8 mg,un comprimé,SA,1
60327063,dispersion,80370,RAXTOZINAMÉRAN,10 microgrammes,"une dose de 0,3 mL",SA,1
60327266,comprimé,14049,BÉNAZÉPRIL (CHLORHYDRATE DE),5 mg,un comprimé,SA,1
60327615,comprimé,2202,PARACÉTAMOL,325 mg,un comprimé,SA,2
60328261,comprimé,1099,SULFATE DE MORPHINE,5 mg,un comprimé,SA,1
60328432,comprimé,126,TAMOXIFÈNE (CITRATE DE),"30,4 mg",un comprimé,SA,2
60329242,solution,3011,MANNITOL,20 g,100 ml de solution pour perfusion,SA,1
60329598,poudre,772,CÉFOXITINE SODIQUE,,,SA,1
60329609,solution,53092,EXTRAIT FLUIDE DES PARTIES AÉRIENNES FLEURIES DE SALICAIRE,"66,66 g",100 g,SA,1
60330180,poudre,9967,TÉICOPLANINE,100 mg,un flacon de poudre,SA,1
60330522,comprimé,37441,MÉLOXICAM,15 mg,un comprimé,SA,1
60330586,crème,2160,FUSIDIQUE (ACIDE),2 g,un tube,SA,1
60330636,comprimé,30470,PRASUGREL,10 mg,un comprimé,FT,1
60330700,comprimé,2940,HYDROXYDE D'ALUMINIUM,400 mg,un comprimé,SA,1
60331738,comprimé,527,GLICLAZIDE,60 mg,un comprimé,SA,1
60332103,comprimé,428,CALCIUM (CARBONATE DE),2500 mg,un comprimé,SA,1
60335124,comprimé,74148,LINÉZOLIDE,600 mg,un comprimé,SA,27
60335291,comprimé,37314,RISÉDRONATE MONOSODIQUE ANHYDRE,35 mg,un comprimé,FT,1
60337328,comprimé,71861,GLIMÉPIRIDE,4 mg,un comprimé,SA,1
60337762,comprimé,977,SPIRONOLACTONE,75 mg,un comprimé,SA,1
60338857,comprimé,7560,CHLORHYDRATE DE FLUOXÉTINE,,,SA,1
60339254,capsule,17339,ESTERS ÉTHYLIQUES 90 D'ACIDES OMÉGA-3 ,1000 mg,une capsule,SA,1
60339717,solution,585,CHLORHYDRATE DE MORPHINE,1 mg,1 ml de solution injectable,SA,1
60340413,comprimé,81461,CINACALCET,30 mg,un comprimé,FT,1
60341255,comprimé,909,COCA (P P H) POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,17
60341508,gélule,35118,PANCRÉAS (POUDRE DE) (PORCINE),"137,025 - 164,938 mg",une gélule,SA,1
60342439,comprimé,819,INDAPAMIDE,"1,5 mg",un comprimé,SA,1
60344066,comprimé,95609,LÉVÉTIRACÉTAM,250 mg,un comprimé,SA,1
60344529,gélule,86571,CHLORHYDRATE DE TRAMADOL,150 mg,une gélule,SA,1
60345218,comprimé,819,INDAPAMIDE,"1,50 mg",un comprimé,SA,1
60345905,solution,72639,ATÉZOLIZUMAB ,1200 mg,un flacon de 20 mL de solution,SA,1
60347710,crème,22692,KÉTOCONAZOLE,20 mg,1 g de crème,SA,1
60347728,solution,69062,FOSCARNET SODIQUE HEXAHYDRATÉ,24 mg,1 ml de solution,SA,1
60348342,comprimé,24833,VELPATASVIR,50 mg,un comprimé,SA,2
60349519,comprimé,7055,DOXYCYCLINE MONOHYDRATÉE,,,SA,1
60349711,comprimé,3602,ACÉTATE D'ALPHA-TOCOPHÉROL,"50,000 mg",un comprimé,SA,2
60351662,comprimé,86953,ADONIS VERNALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
60351694,poudre,41720,NONACOG GAMMA ,250 UI,un flacon,SA,1
60351986,comprimé,2533,OXAZÉPAM,50 mg,un comprimé,SA,1
60352006,comprimé,15734,VALSARTAN,160 mg,un comprimé,SA,2
60353108,solution,2345,MÉTHOTREXATE,25 mg,1 ml de solution,SA,1
60355027,granulés,20879,LACTATE DE MAGNÉSIUM DIHYDRATÉ,"18,605 g",100 g de granulés,SA,1
60355340,gel,5431,LIDOCAÏNE,25 mg,1 g de gel,SA,1
60355600,comprimé,71861,GLIMÉPIRIDE,4 mg,un comprimé,SA,1
